date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-09-25,AK,8202,433130,,43,,,,14,,3042,A,2020-09-25 03:59:00,0271fcc794329b2dd035402cb74aad56124c446b,2020-09-25T03:59:00Z,51,,441332,441332,441332,2,6,0,7873,261,8134,2,US-AK,2020-09-26 00:07:40,US
2020-09-25,AL,150658,963364,,718,16852,,1782,,1000,64583,A,2020-09-25 11:00:00,08184faa52c95520b2871a34cbea8adad1c1d054,2020-09-25T11:00:00Z,2491,16852,1114022,1097595,1114022,1,-15,74,18617,2452,19415,1,US-AL,2020-09-26 00:07:40,US
2020-09-25,AR,79946,848822,,478,5202,224,,95,657,71426,A+,2020-09-25 00:00:00,6d09ffffc7c9131f7489f7d8e3e4501ce55b8e1e,2020-09-25T00:00:00Z,1266,5202,928768,926294,928768,5,20,42,8085,897,8881,5,US-AR,2020-09-26 00:07:40,US
2020-09-25,AS,0,1571,,,,,,,,,D,2020-09-01 00:00:00,84c6296997b54d1474da9d9c51e33d48fda7fb5b,2020-09-01T00:00:00Z,0,,1571,1571,1571,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-09-25,AZ,216367,1211657,,521,21972,119,,65,,34564,A+,2020-09-25 00:00:00,a7a38e5509bf8d1ebfe03d1d9acd5febad3546d0,2020-09-25T00:00:00Z,5587,21972,1428024,1423603,1428024,4,28,30,7092,515,7612,4,US-AZ,2020-09-26 00:07:40,US
2020-09-25,CA,794040,13258207,,3307,,899,,,,,B,2020-09-24 02:59:00,dc1ad4cec70e3f611d3c3453330d057af15b2802,2020-09-24T02:59:00Z,15398,,14052247,14052247,14052247,6,84,0,95990,3400,99390,6,US-CA,2020-09-26 00:07:40,US
2020-09-25,CO,67217,795588,,258,7454,,,,,6384,A,2020-09-24 01:59:00,45e4c07f8e584b5c055940eaa9c96cd814f2e4e5,2020-09-24T01:59:00Z,1935,7454,862805,1260861,862805,8,9,10,8665,548,15116,8,US-CO,2020-09-26 00:07:40,US
2020-09-25,CT,56587,1462564,,76,11560,,,,,9310,B,2020-09-24 20:30:00,7bba4f44da52bffe3a760b5e91631916a9d12741,2020-09-24T20:30:00Z,4501,11560,1519151,1519151,1519151,9,2,0,13563,115,13678,9,US-CT,2020-09-26 00:07:40,US
2020-09-25,DC,15163,358423,,101,,29,,17,,11990,A+,2020-09-24 00:00:00,fa43d123c3d8a81e9ca093ade7dd2b5bd84f2e46,2020-09-24T00:00:00Z,623,,373586,373586,373586,11,2,0,5662,57,5719,11,US-DC,2020-09-26 00:07:40,US
2020-09-25,DE,20085,259289,,53,,11,,,,10517,A+,2020-09-24 18:00:00,0cb6cfa23b27978fc86ee02a2be8fc6824f50d2e,2020-09-24T18:00:00Z,631,,279374,279374,279374,10,1,0,1320,138,1458,10,US-DE,2020-09-26 00:07:40,US
2020-09-25,FL,695887,4510107,3987,2121,43793,,,,,,A,2020-09-23 23:59:00,ef546a1f3e7045e633900fb6c08ebc71468c9cc5,2020-09-23T23:59:00Z,14083,43793,5209981,5205994,5205994,12,122,172,23648,2847,26495,12,US-FL,2020-09-26 00:07:40,US
2020-09-25,GA,312514,2534980,,1891,28035,,5156,,,,A,2020-09-25 14:50:00,a6249bd4f2c3fb48f3b6f2017128b312f3fe0441,2020-09-25T14:50:00Z,6874,28035,2847494,2847494,2847494,13,52,132,-166,1468,22678,13,US-GA,2020-09-26 00:07:40,US
2020-09-25,GU,2286,45970,,31,,11,,,,1668,A,2020-09-25 08:00:00,fb3e86409c30ee1985da66f84ce87e1407f9609a,2020-09-25T08:00:00Z,41,,48256,48256,48256,66,3,0,546,23,569,66,US-GU,2020-09-26 00:07:40,US
2020-09-25,HI,11779,275096,,150,779,55,,30,,5265,B,2020-09-24 18:00:00,3486c616f8dc9fe588d846e6b7ba3c2c3578c244,2020-09-24T18:00:00Z,124,779,286875,286875,286875,15,2,16,0,90,90,84,US-UM,2020-09-26 00:07:40,US
2020-09-25,HI,11779,275096,,150,779,55,,30,,5265,B,2020-09-24 18:00:00,3486c616f8dc9fe588d846e6b7ba3c2c3578c244,2020-09-24T18:00:00Z,124,779,286875,286875,286875,15,2,16,0,90,90,15,US-HI,2020-09-26 00:07:40,US
2020-09-25,IA,82045,662936,,330,,87,,35,,62648,A+,2020-09-25 00:00:00,8b946f1a4d28145fbe7ed6ca8f9fb3b2a6cced4b,2020-09-25T00:00:00Z,1307,,744981,744981,744981,19,5,0,5427,974,6401,19,US-IA,2020-09-26 00:07:40,US
2020-09-25,ID,39234,260648,,147,1766,40,449,,,21105,A,2020-09-24 18:54:00,54cbd57bd945d0aff2f97042076c6ca51bdaa3e4,2020-09-24T18:54:00Z,457,1766,299882,296412,299882,16,3,12,1948,491,2349,16,US-ID,2020-09-26 00:07:40,US
2020-09-25,IL,286374,5079586,,1637,,371,,124,,,A,2020-09-25 00:00:00,eba0b8805427a5e5e03fefdff222976f3e0158c6,2020-09-25T00:00:00Z,8807,,5365960,5365960,5365960,17,33,0,67279,2805,70084,17,US-IL,2020-09-26 00:07:40,US
2020-09-25,IN,115407,1226055,,856,12463,258,2484,83,,91866,A+,2020-09-24 23:59:00,5dcfed6931f9331d3b127a4bbfbf2916180d7ab8,2020-09-24T23:59:00Z,3566,12463,1341462,1341462,1341462,18,18,75,8683,1171,9854,18,US-IN,2020-09-26 00:07:40,US
2020-09-25,KS,56592,446178,,343,2816,121,768,34,250,2039,A+,2020-09-25 10:00:00,01571a6c7aa99492ea181c9242d32a1e32c9344c,2020-09-25T10:00:00Z,632,2816,502770,502770,502770,20,11,50,9123,1366,10489,20,US-KS,2020-09-26 00:07:40,US
2020-09-25,KY,65066,1187262,,553,5147,130,1501,,,11677,B,2020-09-25 00:00:00,77c25dacc4bfb618309cad6a6bbab52310394106,2020-09-25T00:00:00Z,1149,5147,1252328,1244628,1252328,21,12,28,17485,908,18243,21,US-KY,2020-09-26 00:07:40,US
2020-09-25,LA,165152,2090913,,570,,,,86,,149640,A,2020-09-25 13:00:00,25e0ee29f19c5ee29b7147d637fdc6eabccbdd0d,2020-09-25T13:00:00Z,5444,,2256065,2256065,2256065,22,21,0,17825,706,18531,22,US-LA,2020-09-26 00:07:40,US
2020-09-25,MA,129481,2032933,,389,12619,78,,31,,111479,A+,2020-09-25 08:00:00,9077f61d902aedaaaa7ef16e71949bd3f105bcb1,2020-09-25T08:00:00Z,9373,12619,2162414,3706728,2162414,25,11,13,15400,488,64012,25,US-MA,2020-09-26 00:07:40,US
2020-09-25,MD,122359,1450125,,344,15328,79,,,,7431,A,2020-09-25 10:00:00,b0f22deb93c2c6a29c9a9159687e7b5fb831fcdf,2020-09-25T10:00:00Z,3917,15328,1572484,1572484,1572484,24,8,29,10346,559,10905,24,US-MD,2020-09-26 00:07:40,US
2020-09-25,ME,5235,401159,,10,442,2,,0,,4507,A+,2020-09-24 23:59:00,b94fc4f00af403146c6cbf490ee10259bf57ba28,2020-09-24T23:59:00Z,140,442,406394,406394,406394,23,0,0,6408,20,6428,23,US-ME,2020-09-26 00:07:40,US
2020-09-25,MI,133377,3368935,,558,,139,,52,,90216,A+,2020-09-25 00:00:00,333b2ebfc64062c1d0e9d85ebbecd16c3e675e30,2020-09-25T00:00:00Z,7027,,3502312,3502312,3502312,26,8,0,38448,1040,39488,71,US-UM,2020-09-26 00:07:40,US
2020-09-25,MI,133377,3368935,,558,,139,,52,,90216,A+,2020-09-25 00:00:00,333b2ebfc64062c1d0e9d85ebbecd16c3e675e30,2020-09-25T00:00:00Z,7027,,3502312,3502312,3502312,26,8,0,38448,1040,39488,26,US-MI,2020-09-26 00:07:40,US
2020-09-25,MN,94189,1256967,,303,7391,148,2067,,,84256,A,2020-09-24 17:00:00,061aceb519ca7ddc7114b0066f922f36ff84715a,2020-09-24T17:00:00Z,2046,7391,1351156,1924020,1351156,27,6,56,13128,1177,28718,27,US-MN,2020-09-26 00:07:40,US
2020-09-25,MO,120298,1152867,,1068,,,,,,,B,2020-09-25 00:00:00,5fb1f13385562456e41e7823d1cd75d9e7aff0bc,2020-09-25T00:00:00Z,1994,,1273165,1273165,1273165,29,42,0,11647,1987,13634,29,US-MO,2020-09-26 00:07:40,US
2020-09-25,MP,69,14776,,,4,,,,,29,D,2020-09-25 00:00:00,39c03ce7322961c11b761e8e31a673b6a2030e95,2020-09-25T00:00:00Z,2,4,14845,14845,14845,69,0,0,0,0,0,69,US-MP,2020-09-26 00:07:40,US
2020-09-25,MS,96032,630354,,609,5607,143,,73,,85327,A+,2020-09-24 00:00:00,6471d1eda0db1007834208b806142b89f1a1d0e5,2020-09-24T00:00:00Z,2894,5607,726386,726386,726386,28,20,0,3905,722,4627,28,US-MS,2020-09-26 00:07:40,US
2020-09-25,MT,11564,314552,,140,675,,,,,8681,C,2020-09-25 01:59:00,c25f3ea5056c1bb4709b2166c937459158c4e35c,2020-09-25T01:59:00Z,170,675,326116,326116,326116,30,5,25,4276,322,4598,30,US-MT,2020-09-26 00:07:40,US
2020-09-25,NC,199768,2703286,,903,,281,,,,176422,A+,2020-09-25 13:30:00,6532bc624172048ccefae7dc1e6f442a2edd1e43,2020-09-25T13:30:00Z,3409,,2903054,2903054,2903054,37,53,0,31284,1579,32863,37,US-NC,2020-09-26 00:07:40,US
2020-09-25,ND,19885,214749,,89,789,25,200,,,16104,B,2020-09-25 01:59:00,ddc992d655f3c417d4d3a1f72d70d66ad80f4ec5,2020-09-25T01:59:00Z,156,789,234634,587564,234634,38,0,12,1087,434,5460,38,US-ND,2020-09-26 00:07:40,US
2020-09-25,NE,42731,394573,,231,2259,,,,,31774,A,2020-09-24 20:44:00,e40b0755a7896c25231d58ae53fbdda04d014158,2020-09-24T20:44:00Z,462,2259,437304,437304,437304,31,0,12,2482,453,2935,31,US-NE,2020-09-26 00:07:40,US
2020-09-25,NH,8044,239107,,16,732,,233,,,7325,B,2020-09-24 09:00:00,3398fdda4d143fbae8189756e15b28d4a0ef5aae,2020-09-24T09:00:00Z,438,732,247151,417689,247151,33,0,0,0,0,0,33,US-NH,2020-09-26 00:07:40,US
2020-09-25,NJ,202100,3276611,,405,23285,75,,32,,34650,A+,2020-09-25 00:00:00,4637fb73c31e7264c355883b441eae77ca71d808,2020-09-25T00:00:00Z,16097,23285,3478711,3478711,3478711,34,6,33,26359,548,26907,34,US-NJ,2020-09-26 00:07:40,US
2020-09-25,NM,28224,857149,,66,3402,,,,,15825,C,2020-09-24 17:30:00,973a492c8ab652da3c34443f7090e2f694071b6b,2020-09-24T17:30:00Z,859,3402,885373,885373,885373,35,2,14,6730,237,6967,35,US-NM,2020-09-26 00:07:40,US
2020-09-25,NV,77753,603583,,460,,130,,62,,2075,A+,2020-09-25 02:59:00,62f7a3e3f028dadfbe75a49f66bd4eff913333aa,2020-09-25T02:59:00Z,1573,,681336,681336,681336,32,9,0,5292,556,5848,32,US-NV,2020-09-26 00:07:40,US
2020-09-25,NY,453755,9869708,,511,89995,154,,76,,76456,A,2020-09-24 23:59:00,3368f209738993fd91a59f668c9e4097259271ad,2020-09-24T23:59:00Z,25446,89995,10323463,10323463,10323463,36,7,0,93910,908,94818,36,US-NY,2020-09-26 00:07:40,US
2020-09-25,OH,148894,2846699,,595,15127,194,3243,98,,128369,A+,2020-09-25 14:00:00,c1a8e2775766670e3de1f763b92a3f2b8411e097,2020-09-25T14:00:00Z,4734,15127,2995593,2995593,2995593,39,19,76,38728,1150,39878,39,US-OH,2020-09-26 00:07:40,US
2020-09-25,OK,82520,1058144,6368,590,6192,220,,,,68911,A+,2020-09-25 00:00:00,138bb7d1a73f2a2eaa42c9c9912b4c5c1fe34d34,2020-09-25T00:00:00Z,993,6192,1147032,1140664,1140664,40,12,62,12462,1276,13738,40,US-OK,2020-09-26 00:07:40,US
2020-09-25,OR,32314,630592,,199,2496,40,,14,,5490,A+,2020-09-25 03:01:00,fee078b065b8d17acc4fd7936dd744ca882709ed,2020-09-25T03:01:00Z,542,2496,662906,662906,662906,41,3,28,11959,449,12408,41,US-OR,2020-09-26 00:07:40,US
2020-09-25,PA,154203,1816397,,435,,,,58,,126446,A+,2020-09-25 12:00:00,fd570e979c470b48c693b0fc8042e50c95be796a,2020-09-25T12:00:00Z,8081,,1970600,1970600,1970600,42,2,0,12927,806,13733,95,US-UM,2020-09-26 00:07:40,US
2020-09-25,PA,154203,1816397,,435,,,,58,,126446,A+,2020-09-25 12:00:00,fd570e979c470b48c693b0fc8042e50c95be796a,2020-09-25T12:00:00Z,8081,,1970600,1970600,1970600,42,2,0,12927,806,13733,42,US-PA,2020-09-26 00:07:40,US
2020-09-25,PR,44905,305972,,376,,67,,28,,,C,2020-09-25 00:00:00,bda0efc404ddfa952c518d2389522acfc3623b49,2020-09-25T00:00:00Z,635,,350877,350877,350877,72,8,0,0,1063,1063,72,US-PR,2020-09-26 00:07:40,US
2020-09-25,RI,24181,305853,,94,2725,8,,4,,2278,A+,2020-09-25 12:00:00,93a877812623e1750b2c506f59e53ecfc693fb8e,2020-09-25T12:00:00Z,1107,2725,330034,727469,330034,44,1,0,2581,-130,10422,44,US-RI,2020-09-26 00:07:40,US
2020-09-25,SC,143902,1082565,,773,8994,191,,101,,68854,A+,2020-09-24 11:59:00,dac30dba064927944a34105b6119a298f4fc93eb,2020-09-24T11:59:00Z,3297,8994,1226467,1226467,1226467,45,18,49,18166,1195,19361,45,US-SC,2020-09-26 00:07:40,US
2020-09-25,SD,20554,163393,,194,1400,,,,,16831,A,2020-09-24 14:00:00,96b37d467b78c8e4e13a2d678e0984c56873d308,2020-09-24T14:00:00Z,216,1400,183947,183947,183947,46,6,25,1829,457,2286,46,US-SD,2020-09-26 00:07:40,US
2020-09-25,TN,189454,2573391,,838,8477,250,,119,,172618,A+,2020-09-25 15:00:00,6e5bd30f8591d29e868d2f3384695c4a34f99ed2,2020-09-25T15:00:00Z,2352,8477,2762845,2762845,2762845,47,42,64,31547,1910,33457,47,US-TN,2020-09-26 00:07:40,US
2020-09-25,TX,728552,5184897,,3221,,1051,,,,646143,A,2020-09-25 17:20:00,fcc328aeaedb26412d3c3b30f120af65e1ed1251,2020-09-25T17:20:00Z,15364,,5913449,5913449,5913449,48,97,0,47983,4633,52616,48,US-TX,2020-09-26 00:07:40,US
2020-09-25,UT,68530,726687,,190,3668,76,886,,357,53360,A+,2020-09-25 10:00:00,64de267e9efce24d685811bca126261a456578c5,2020-09-25T10:00:00Z,448,3668,795217,795217,795217,49,4,49,8831,1411,10242,49,US-UT,2020-09-26 00:07:40,US
2020-09-25,VA,144433,1836216,348,965,18150,221,,117,,17185,A+,2020-09-24 17:00:00,abf66257fc88aa4f57dbd6a79f558fc52f693911,2020-09-24T17:00:00Z,3136,18150,1980997,1973499,1980649,51,23,69,19699,941,20534,51,US-VA,2020-09-26 00:07:40,US
2020-09-25,VI,1296,18676,8,,,,,,,1209,D,2020-09-25 09:30:00,fae7c9c388a0a44bc2800e78f8691ac3df144574,2020-09-25T09:30:00Z,19,,19980,19972,19972,78,0,0,142,6,148,78,US-VI,2020-09-26 00:07:40,US
2020-09-25,VT,1731,157548,,2,,,,,,1576,B,2020-09-24 23:59:00,35ade9c048124510cd07e6d14c9e8b135013a5b5,2020-09-24T23:59:00Z,58,,159279,159279,159279,50,0,0,1083,7,1090,50,US-VT,2020-09-26 00:07:40,US
2020-09-25,WA,84238,1699041,,269,7357,,,27,,,B,2020-09-24 02:59:00,b20315f05b02137d7784fd47a15207d79a2b7a72,2020-09-24T02:59:00Z,2080,7357,1783279,1783279,1783279,53,-1,8,39447,536,39983,53,US-WA,2020-09-26 00:07:40,US
2020-09-25,WI,117329,1383645,194,543,6962,147,1150,,,92366,A+,2020-09-25 00:00:00,9bde6a037be3166d9009d957523328c97e057c9a,2020-09-25T00:00:00Z,1284,6962,1501168,1500974,1500974,55,9,65,12575,2629,15204,79,US-UM,2020-09-26 00:07:40,US
2020-09-25,WI,117329,1383645,194,543,6962,147,1150,,,92366,A+,2020-09-25 00:00:00,9bde6a037be3166d9009d957523328c97e057c9a,2020-09-25T00:00:00Z,1284,6962,1501168,1500974,1500974,55,9,65,12575,2629,15204,55,US-WI,2020-09-26 00:07:40,US
2020-09-25,WV,14953,520441,,177,,59,,31,,10968,C,2020-09-24 23:59:00,bba94c76334f9ad4813ce60d939fcf03baefc731,2020-09-24T23:59:00Z,330,,535394,535394,535394,54,5,0,6122,247,6369,54,US-WV,2020-09-26 00:07:40,US
2020-09-25,WY,5420,92406,,22,256,,,,,4450,B,2020-09-25 17:57:00,7350ff7f9a9be2f541c3b57336f447df2bb18f2b,2020-09-25T17:57:00Z,50,256,97826,97826,97826,56,0,1,1071,115,1186,56,US-WY,2020-09-26 00:07:40,US
2020-09-24,AK,7941,425257,,43,,,,14,,2731,A,2020-09-23 03:59:00,b83363bdfb4b0d19318d00489c44e906270412f1,2020-09-23T03:59:00Z,45,,433198,433198,433198,2,0,0,0,0,0,2,US-AK,2020-09-26 00:07:40,US
2020-09-24,AL,148206,944747,,744,16778,,1679,,931,64583,A,2020-09-24 11:00:00,4b1b271eafc1e79991c11cae326c455bd34ae063,2020-09-24T11:00:00Z,2506,16778,1092953,1078180,1092953,1,18,80,6296,1053,7277,1,US-AL,2020-09-26 00:07:40,US
2020-09-24,AR,79049,840737,,450,5160,216,,97,650,70737,A+,2020-09-24 00:00:00,3bb6b474a294e70889229d31b3d1615e78236173,2020-09-24T00:00:00Z,1246,5160,919786,917413,919786,5,17,62,9436,1086,10466,5,US-AR,2020-09-26 00:07:40,US
2020-09-24,AS,0,1571,,,,,,,,,D,2020-09-01 00:00:00,f949dd0d4f1a5cc85607dc1e308d0088f67199bd,2020-09-01T00:00:00Z,0,,1571,1571,1571,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-09-24,AZ,215852,1204565,,565,21942,122,,64,,34393,A+,2020-09-24 00:00:00,a7df3bcd951a8954fb14b1f779be78d2dc804761,2020-09-24T00:00:00Z,5559,21942,1420417,1415991,1420417,4,34,17,9983,568,10489,4,US-AZ,2020-09-26 00:07:40,US
2020-09-24,CA,790640,13162217,,3484,,914,,,,,B,2020-09-24 02:59:00,87788642c4d9f1deb4ce4c35adb758e1c0e423f1,2020-09-24T02:59:00Z,15314,,13952857,13952857,13952857,6,110,0,70264,3170,73434,6,US-CA,2020-09-26 00:07:40,US
2020-09-24,CO,66669,786923,,259,7444,,,,,6351,A,2020-09-23 01:59:00,b3f97a8d2eb9b057bcdbf2c7e5d2735bfae768b0,2020-09-23T01:59:00Z,1926,7444,853592,1245745,853592,8,0,28,7865,616,13457,8,US-CO,2020-09-26 00:07:40,US
2020-09-24,CT,56472,1449001,,72,11560,,,,,9310,B,2020-09-23 20:30:00,5ac1bb9f7c4c52c57a96185001fa5c67510a5d7d,2020-09-23T20:30:00Z,4499,11560,1505473,1505473,1505473,9,2,113,15418,157,15575,9,US-CT,2020-09-26 00:07:40,US
2020-09-24,DC,15106,352761,,97,,29,,21,,11956,A+,2020-09-23 00:00:00,cfa83b179fdc03e18f7806a851999d383d6a1e27,2020-09-23T00:00:00Z,621,,367867,367867,367867,11,0,0,4363,56,4419,11,US-DC,2020-09-26 00:07:40,US
2020-09-24,DE,19947,257969,,57,,12,,,,10487,A+,2020-09-23 18:00:00,eccf8936aa2afa0f79741776f2ae077e230321be,2020-09-23T18:00:00Z,630,,277916,277916,277916,10,1,0,1755,117,1872,10,US-DE,2020-09-26 00:07:40,US
2020-09-24,FL,693040,4486459,4001,2169,43621,,,,,,A,2020-09-23 23:59:00,9ad7ae44516fdc7743bd1f78c65ed3eec272f913,2020-09-23T23:59:00Z,13961,43621,5183500,5179499,5179499,12,179,188,20978,2541,23519,12,US-FL,2020-09-26 00:07:40,US
2020-09-24,GA,311046,2535146,,1932,27903,,5120,,,,A,2020-09-24 14:50:00,0f933d959819f7f840599ea74b82abe82c0da401,2020-09-24T14:50:00Z,6822,27903,2846192,2824816,2846192,13,49,154,41609,1368,21601,13,US-GA,2020-09-26 00:07:40,US
2020-09-24,GU,2263,45424,,33,,11,,,,1568,A,2020-09-24 05:55:00,5eb29e4a8462d4ce4ceeebcaedda903fce88c014,2020-09-24T05:55:00Z,38,,47687,47687,47687,66,1,0,408,28,436,66,US-GU,2020-09-26 00:07:40,US
2020-09-24,HI,11689,275096,,162,763,54,,34,,5125,B,2020-09-23 18:00:00,efaf756afea8e54e975894c70e461405d9657fc7,2020-09-23T18:00:00Z,122,763,286785,286785,286785,15,2,14,2549,167,2716,84,US-UM,2020-09-26 00:07:40,US
2020-09-24,HI,11689,275096,,162,763,54,,34,,5125,B,2020-09-23 18:00:00,efaf756afea8e54e975894c70e461405d9657fc7,2020-09-23T18:00:00Z,122,763,286785,286785,286785,15,2,14,2549,167,2716,15,US-HI,2020-09-26 00:07:40,US
2020-09-24,IA,81071,657509,,305,,79,,37,,61509,A+,2020-09-24 00:00:00,153ba1e54208eacf18c27936aab903279e5bd037,2020-09-24T00:00:00Z,1302,,738580,738580,738580,19,8,0,5579,1148,6727,19,US-IA,2020-09-26 00:07:40,US
2020-09-24,ID,38743,258700,,147,1754,40,448,,,20901,A,2020-09-23 19:00:00,0e8a154feff2f4be74aa5881e5c6ee9d60645454,2020-09-23T19:00:00Z,454,1754,297443,294063,297443,16,3,14,1646,396,1904,16,US-ID,2020-09-26 00:07:40,US
2020-09-24,IL,283569,5012307,,1713,,400,,155,,,A,2020-09-24 00:00:00,76fe84d28caa2298ab73216cc104309da8e32b0d,2020-09-24T00:00:00Z,8774,,5295876,5295876,5295876,17,30,0,59814,2257,62071,17,US-IL,2020-09-26 00:07:40,US
2020-09-24,IN,114236,1217372,,840,12388,261,2462,83,,90979,A+,2020-09-23 23:59:00,bc498fabfcaf85bf45eaebc655d606fba2c3a068,2020-09-23T23:59:00Z,3548,12388,1331608,1331608,1331608,18,18,76,7890,899,8789,18,US-IN,2020-09-26 00:07:40,US
2020-09-24,KS,55226,437055,,313,2766,93,753,27,240,2008,A+,2020-09-23 10:00:00,d7488a6af979bbb0b91f27f95ecee42279eafe8d,2020-09-23T10:00:00Z,621,2766,492281,492281,492281,20,0,0,0,0,0,20,US-KS,2020-09-26 00:07:40,US
2020-09-24,KY,64158,1169777,,543,5119,122,1499,,,11570,B,2020-09-24 00:00:00,cb22d5c189e58bd2c0469f552c2494549bdec7c0,2020-09-24T00:00:00Z,1137,5119,1233935,1226385,1233935,21,13,24,9152,641,9606,21,US-KY,2020-09-26 00:07:40,US
2020-09-24,LA,164446,2073088,,575,,,,92,,149640,A,2020-09-24 13:00:00,b2014a2fdca7f1221bf7d8612791ab6d4dbbf314,2020-09-24T13:00:00Z,5423,,2237534,2237534,2237534,22,16,0,16948,577,17525,22,US-LA,2020-09-26 00:07:40,US
2020-09-24,MA,128993,2017533,,375,12606,75,,29,,111479,A+,2020-09-24 08:00:00,23ad52c2cf714d2f53dfac5f1a7457f950036192,2020-09-24T08:00:00Z,9362,12606,2146526,3642716,2146526,25,15,14,18101,481,85168,25,US-MA,2020-09-26 00:07:40,US
2020-09-24,MD,121800,1439779,,349,15299,81,,,,7416,A,2020-09-24 10:00:00,3050a0b1c013bd177ff328e1c1d10b21f0972678,2020-09-24T10:00:00Z,3909,15299,1561579,1561579,1561579,24,7,31,8971,503,9474,24,US-MD,2020-09-26 00:07:40,US
2020-09-24,ME,5215,394751,,14,442,1,,0,,4478,A+,2020-09-23 23:59:00,eccdb79332de9cd17c8655993f0694760e22be40,2020-09-23T23:59:00Z,140,442,399966,399966,399966,23,0,1,13887,44,13931,23,US-ME,2020-09-26 00:07:40,US
2020-09-24,MI,132337,3330487,,558,,139,,50,,90216,A+,2020-09-24 00:00:00,bc6e3bf41679912f9b2784c2d9f309da47a99bb4,2020-09-24T00:00:00Z,7019,,3462824,3462824,3462824,26,6,0,36639,1078,37717,71,US-UM,2020-09-26 00:07:40,US
2020-09-24,MI,132337,3330487,,558,,139,,50,,90216,A+,2020-09-24 00:00:00,bc6e3bf41679912f9b2784c2d9f309da47a99bb4,2020-09-24T00:00:00Z,7019,,3462824,3462824,3462824,26,6,0,36639,1078,37717,26,US-MI,2020-09-26 00:07:40,US
2020-09-24,MN,93012,1243839,,303,7335,148,2049,,,83862,A,2020-09-23 17:00:00,3ee6b1685a96dd97e9c7ed5797c7aa6d57dd24ff,2020-09-23T17:00:00Z,2040,7335,1336851,1895302,1336851,27,3,32,11988,912,21435,27,US-MN,2020-09-26 00:07:40,US
2020-09-24,MO,118311,1141220,,1056,,,,,,,B,2020-09-24 00:00:00,58f4538f1ae9ca884270e304aa3c24304c774a76,2020-09-24T00:00:00Z,1952,,1259531,1259531,1259531,29,5,0,13603,1365,14968,29,US-MO,2020-09-26 00:07:40,US
2020-09-24,MP,69,14776,,,4,,,,,29,D,2020-09-23 00:00:00,6983d1e4b087aa16fbd32a6e21c9c17323b5690b,2020-09-23T00:00:00Z,2,4,14845,14845,14845,69,0,0,0,0,0,69,US-MP,2020-09-26 00:07:40,US
2020-09-24,MS,95310,626449,,631,5607,149,,84,,85327,A+,2020-09-23 00:00:00,71ba7e57a4f3a3ebea2a9cccc5977b7c348ae2fc,2020-09-23T00:00:00Z,2874,5607,721759,721759,721759,28,4,0,4311,737,5048,28,US-MS,2020-09-26 00:07:40,US
2020-09-24,MT,11242,310276,,128,650,,,,,8634,C,2020-09-24 01:59:00,29f6da8c066b6aa586d59872f08c36388bd58b3c,2020-09-24T01:59:00Z,165,650,321518,321518,321518,30,0,49,4028,330,4358,30,US-MT,2020-09-26 00:07:40,US
2020-09-24,NC,198189,2672002,,902,,279,,,,176422,A+,2020-09-24 11:50:00,bd48aeb2d64854f81b295b3e8c2e220849c5da68,2020-09-24T11:50:00Z,3356,,2870191,2870191,2870191,37,40,0,26076,1688,27764,37,US-NC,2020-09-26 00:07:40,US
2020-09-24,ND,19451,213662,,89,777,26,194,,,15757,B,2020-09-24 01:59:00,6fbb7a9c0e426dd94de8a322f661e93048ddb9e0,2020-09-24T01:59:00Z,156,777,233113,582104,233113,38,0,14,791,470,6625,38,US-ND,2020-09-26 00:07:40,US
2020-09-24,NE,42278,392091,,200,2247,,,,,31383,A,2020-09-23 20:47:00,55e28c6e57a17fe1b6e88334fcffd795fb66c606,2020-09-23T20:47:00Z,462,2247,434369,434369,434369,31,1,33,2774,493,3267,31,US-NE,2020-09-26 00:07:40,US
2020-09-24,NH,8044,239107,,16,732,,233,,,7325,B,2020-09-24 09:00:00,e462cbe416038e04426aa32cebd62ba86e43c2dd,2020-09-24T09:00:00Z,438,732,247151,417689,247151,33,0,4,2625,37,4298,33,US-NH,2020-09-26 00:07:40,US
2020-09-24,NJ,201552,3250252,,433,23252,88,,34,,34650,A+,2020-09-24 00:00:00,35ee2617aec17b486b9705e1ad0a8b07995e09ec,2020-09-24T00:00:00Z,16091,23252,3451804,3451804,3451804,34,9,37,28493,564,29057,34,US-NJ,2020-09-26 00:07:40,US
2020-09-24,NM,27987,850419,,72,3388,,,,,15669,C,2020-09-23 17:51:00,c987f1ef96fb1d36dee1a9e947c0b90ee731661b,2020-09-23T17:51:00Z,857,3388,878406,878406,878406,35,3,17,5878,197,6075,35,US-NM,2020-09-26 00:07:40,US
2020-09-24,NV,77197,598291,,468,,137,,67,,2062,A+,2020-09-24 02:59:00,2e52f008a9142237b60a1bfa2d1d8bb66a9879b4,2020-09-24T02:59:00Z,1564,,675488,675488,675488,32,8,0,3174,390,3564,32,US-NV,2020-09-26 00:07:40,US
