date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-06-02,AK,487,55716,,10,,,,0,,371,A,2020-06-02 00:00:00,6dec8de0203c3f4497371450f020336128185645,2020-06-02T00:00:00Z,10,,56203,56203,56203,2,0,0,1993,20,2013,2,US-AK,2020-09-26 00:07:40,US
2020-06-02,AL,18642,205160,,606,1879,,591,,355,9355,B,2020-06-01 00:00:00,f7e45c18ac45579c4a37e3cb660838d6fab6374a,2020-06-01T00:00:00Z,651,1879,223802,223802,223802,1,5,23,0,279,567,1,US-AL,2020-09-26 00:07:40,US
2020-06-02,AR,7443,125793,,121,718,,,26,124,5401,A,2020-06-02 00:00:00,be9b46a87a7620a9ccadfe949fc6c51c88a6e189,2020-06-02T00:00:00Z,133,718,133236,133236,133236,5,0,7,0,0,0,5,US-AR,2020-09-26 00:07:40,US
2020-06-02,AS,0,174,,,,,,,,,C,2020-05-29 00:00:00,7be87117cf976dff80d987b55d61eb76e084bd34,2020-05-29T00:00:00Z,0,,174,174,174,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-06-02,AZ,21250,216583,,1009,3520,380,,235,,4967,A+,2020-06-02 00:00:00,50d52c552b32116e17834411d081da37b8ffba4f,2020-06-02T00:00:00Z,941,3520,237833,237833,237833,4,24,75,8636,1127,9763,4,US-AZ,2020-09-26 00:07:40,US
2020-06-02,CA,115310,1956281,,4393,,1286,,,,,B,2020-06-02 00:00:00,b49d8db3e7896141deaa7082719e412d70b221f1,2020-06-02T00:00:00Z,4286,,2071591,2071591,2071591,6,35,0,56704,2304,59008,6,US-CA,2020-09-26 00:07:40,US
2020-06-02,CO,26577,163960,,394,4372,,,,,3954,A,2020-06-02 00:00:00,1465a447f64cff144b53732f13f887d30722e27f,2020-06-02T00:00:00Z,1185,4372,190537,218116,190537,8,4,25,3962,199,5096,8,US-CO,2020-09-26 00:07:40,US
2020-06-02,CT,42979,227631,,434,13793,,,,,7511,B,2020-06-01 20:30:00,43a2433150457c0fc04c57a114f836f424c91311,2020-06-01T20:30:00Z,3972,13793,270610,270610,270610,9,8,0,8981,239,9220,9,US-CT,2020-09-26 00:07:40,US
2020-06-02,DC,8886,38815,,295,,106,,74,,1137,A+,2020-06-01 00:00:00,51789afb61c161616e47ff8220f302d88e8d9b47,2020-06-01T00:00:00Z,470,,47701,47701,47701,11,2,0,409,29,438,11,US-DC,2020-09-26 00:07:40,US
2020-06-02,DE,9685,54377,,157,,,,,,5442,A,2020-06-01 18:00:00,7abadd1ece46e7b3752cebc17f0018217056c7c7,2020-06-01T18:00:00Z,471,,64062,64062,64062,10,0,0,1535,80,1615,10,US-DE,2020-09-26 00:07:40,US
2020-06-02,FL,57447,992305,1206,,10678,,,,,,A,2020-06-01 09:54:00,8258baf04d3ee33b3dcbf7aed69d9afecd412ff7,2020-06-01T09:54:00Z,2613,10678,1050958,1049752,1049752,12,70,184,8735,617,9352,12,US-FL,2020-09-26 00:07:40,US
2020-06-02,GA,48207,426080,,828,8334,,1821,,,,A,2020-06-02 15:11:00,7d4a6494c076474a190e215e40f7dd597ecea1b8,2020-06-02T15:11:00Z,2102,8334,474287,474287,474287,13,28,207,2067,589,2656,13,US-GA,2020-09-26 00:07:40,US
2020-06-02,GU,177,6214,,,,,,,,148,B,2020-06-02 06:15:00,d8cde46e088931778fad505423d29784494b07d9,2020-06-02T06:15:00Z,5,,6391,6391,6391,66,0,0,73,2,75,66,US-GU,2020-09-26 00:07:40,US
2020-06-02,HI,652,48269,,,83,,,,,608,D,2020-06-01 18:00:00,dfd0aaaf24eed4f0f88ec8bddc0b1e188d54714b,2020-06-01T18:00:00Z,17,83,48921,48921,48921,15,0,0,434,0,434,84,US-UM,2020-09-26 00:07:40,US
2020-06-02,HI,652,48269,,,83,,,,,608,D,2020-06-01 18:00:00,dfd0aaaf24eed4f0f88ec8bddc0b1e188d54714b,2020-06-01T18:00:00Z,17,83,48921,48921,48921,15,0,0,434,0,434,15,US-HI,2020-09-26 00:07:40,US
2020-06-02,IA,20016,143674,,327,,114,,76,,11742,A+,2020-06-02 00:00:00,d772cab45c289d85a1c740ee73f09a749ed9ff9b,2020-06-02T00:00:00Z,561,,163690,163690,163690,19,10,0,4290,319,4609,19,US-IA,2020-09-26 00:07:40,US
2020-06-02,ID,2906,45227,,34,247,4,98,,,2266,A,2020-06-01 19:00:00,87688d141ed49ad6baf193147bd2224859d1f14c,2020-06-01T19:00:00Z,83,247,48133,47870,48133,16,1,5,1369,67,1434,16,US-ID,2020-09-26 00:07:40,US
2020-06-02,IL,122848,811856,,3238,,874,,548,,,A,2020-06-02 00:00:00,b3d9d3853c3966a2eae01fb71304845812dbda72,2020-06-02T00:00:00Z,5525,,934704,934704,934704,17,113,0,14817,1614,16431,17,US-IL,2020-09-26 00:07:40,US
2020-06-02,IN,35237,236682,,961,5902,358,1261,140,,22623,A+,2020-06-01 23:59:00,8c50ac785638c0e4fd62927b14099265bf96d646,2020-06-01T23:59:00Z,2197,5902,271919,271919,271919,18,55,42,5616,407,6023,18,US-IN,2020-09-26 00:07:40,US
2020-06-02,KS,10011,93301,,,862,,290,,127,555,A,2020-06-01 10:00:00,5e541167d63632d7549ffb88ce572ddb5c8c4591,2020-06-01T10:00:00Z,217,862,103312,103312,103312,20,0,20,8071,0,8071,20,US-KS,2020-09-26 00:07:40,US
2020-06-02,KY,10185,217086,,481,2307,85,941,,,3275,A,2020-06-02 00:00:00,ecbf644c0b42c3238712a1d3556cf3831d972c04,2020-06-02T00:00:00Z,442,2307,227271,227056,227271,21,3,33,11086,139,11203,21,US-KY,2020-09-26 00:07:40,US
2020-06-02,LA,40746,352387,,639,,,,83,,31728,B,2020-06-02 13:00:00,a442425055c48ec3f57b16ff1b5ac1024220e063,2020-06-02T13:00:00Z,2835,,393133,393133,393133,22,34,0,5358,405,5763,22,US-LA,2020-09-26 00:07:40,US
2020-06-02,MA,101163,508232,,1657,10063,394,,269,,78108,A+,2020-06-02 10:00:00,fcd81c8a7b81e9c3e1fee5481f02bc478187441e,2020-06-02T10:00:00Z,7085,10063,609395,775400,609395,25,50,111,5604,358,13074,25,US-MA,2020-09-26 00:07:40,US
2020-06-02,MD,54175,261640,,1148,8957,481,,,,3855,B,2020-06-02 10:00:00,4155efdefe75b0b90a52f7c4269f03fe1e1da8c7,2020-06-02T10:00:00Z,2646,8957,315815,315815,315815,24,21,71,6237,848,7085,24,US-MD,2020-09-26 00:07:40,US
2020-06-02,ME,2377,50591,,48,287,16,,10,,1646,B,2020-06-01 23:59:00,bfd3c0c34812a4c5b16cf373d8c99e06503371af,2020-06-01T23:59:00Z,94,287,52968,52968,52968,23,5,3,3307,28,3335,23,US-ME,2020-09-26 00:07:40,US
2020-06-02,MI,64103,597072,,674,,346,,240,,38099,A+,2020-06-02 11:00:00,71e304fa8c801f01cba8d91ba209e8e8b7710abd,2020-06-02T11:00:00Z,5869,,661175,661175,661175,26,26,0,15648,290,15938,71,US-UM,2020-09-26 00:07:40,US
2020-06-02,MI,64103,597072,,674,,346,,240,,38099,A+,2020-06-02 11:00:00,71e304fa8c801f01cba8d91ba209e8e8b7710abd,2020-06-02T11:00:00Z,5869,,661175,661175,661175,26,26,0,15648,290,15938,26,US-MI,2020-09-26 00:07:40,US
2020-06-02,MN,27376,267931,,537,3134,248,1003,,,20381,A,2020-06-01 17:00:00,7ed3beb663936f3a30a84c5a2a32727e5bf76af0,2020-06-01T17:00:00Z,1082,3134,295307,295307,295307,27,22,48,7192,479,7671,27,US-MN,2020-09-26 00:07:40,US
2020-06-02,MO,13575,191855,,693,,,,81,,,B,2020-06-02 00:00:00,59b6fb542fb4909610b6baccd30f50a38a8f005a,2020-06-02T00:00:00Z,783,,205430,205430,205430,29,10,0,5474,248,5722,29,US-MO,2020-09-26 00:07:40,US
2020-06-02,MP,23,6534,,,,,,,,16,D,2020-06-02 00:00:00,3fb5bab0c935212bae4c15ec565c1c3d5db7144b,2020-06-02T00:00:00Z,2,,6557,6557,6557,69,0,0,222,1,223,69,US-MP,2020-09-26 00:07:40,US
2020-06-02,MS,16020,163478,,584,2296,146,,97,,11203,A,2020-06-01 00:00:00,5863bd8c21b249df7f3b4bd81fd720c890fb473d,2020-06-01T00:00:00Z,767,2296,179498,179498,179498,28,28,0,2976,268,3244,28,US-MS,2020-09-26 00:07:40,US
2020-06-02,MT,523,41689,,1,67,,,,,462,C,2020-06-02 00:00:00,4dc9dd9ea98ef02aed38add409a0453b684f103e,2020-06-02T00:00:00Z,17,67,42212,42212,42212,30,0,0,1551,4,1555,30,US-MT,2020-09-26 00:07:40,US
2020-06-02,NC,29889,405032,,716,,,,,,18860,A,2020-06-02 12:25:00,12d179bf19b5dc7d0c250628784f8314d3122fcc,2020-06-02T12:25:00Z,921,,434921,434921,434921,37,23,0,12387,626,13013,37,US-NC,2020-09-26 00:07:40,US
2020-06-02,ND,2645,70998,,34,170,,,,,2127,C,2020-06-02 00:00:00,24b4cc8b48ee531122cb0e7e5484f38ec4e8eaf9,2020-06-02T00:00:00Z,54,170,73643,96505,73643,38,4,1,322,22,1538,38,US-ND,2020-09-26 00:07:40,US
2020-06-02,NE,14345,92073,,,,,,,,,D,2020-06-01 20:00:00,795b56aae7bafb469a27a6c21c4f3dd53b9e28fb,2020-06-01T20:00:00Z,178,,106418,106418,106418,31,8,0,2509,244,2753,31,US-NE,2020-09-26 00:07:40,US
2020-06-02,NH,4685,69659,2183,98,456,,142,,,2954,B,2020-06-01 09:00:00,f0abca7a9e9b395896c8f3649d67987b95415945,2020-06-01T09:00:00Z,245,456,76527,82744,74344,33,0,5,1854,34,1506,33,US-NH,2020-09-26 00:07:40,US
2020-06-02,NJ,161545,656132,,2370,17390,639,,480,,26815,A+,2020-06-02 13:00:00,b8db4d7af385664eed9342ff77031e4c89e1525a,2020-06-02T13:00:00Z,13499,17390,817677,817677,817677,34,52,168,21450,627,22077,34,US-NJ,2020-09-26 00:07:40,US
2020-06-02,NM,7800,195315,,191,1317,,,,,2888,C,2020-06-01 18:00:00,29fc9a35d7a6e50eb72ac023570571192b4e8a19,2020-06-01T18:00:00Z,362,1317,203115,203115,203115,35,6,0,3400,111,3511,35,US-NM,2020-09-26 00:07:40,US
2020-06-02,NV,8830,143261,,365,,88,,39,,464,A+,2020-06-01 00:00:00,85ebcb65fbb860563a72b7e69f6476088a6f8d41,2020-06-01T00:00:00Z,452,,152091,152091,152091,32,7,0,5166,142,5308,32,US-NV,2020-09-26 00:07:40,US
2020-06-02,NY,373040,1794791,,3121,89861,907,,673,,66262,A,2020-06-02 00:00:00,efc9ef83caec2ee3bb19140ccee5e8ce71d89f93,2020-06-02T00:00:00Z,24023,89861,2167831,2167831,2167831,36,64,158,52725,1329,54054,36,US-NY,2020-09-26 00:07:40,US
2020-06-02,OH,36350,373558,,697,6176,295,1583,204,,,B,2020-06-02 14:00:00,fdbbd931191c690234ead26d5b8bd3d368bf04b1,2020-06-02T14:00:00Z,2258,6176,409908,409908,409908,39,52,64,11476,366,11842,39,US-OH,2020-09-26 00:07:40,US
2020-06-02,OK,6692,197965,,124,994,60,,,,5599,A+,2020-06-02 00:00:00,d1b5cabf0e4c9ea76679edf7068af0e3be2a1ca1,2020-06-02T00:00:00Z,339,994,204657,204657,204657,40,5,8,11265,119,11384,40,US-OK,2020-09-26 00:07:40,US
2020-06-02,OR,4335,129874,,102,795,29,,15,,2164,A+,2020-06-02 03:01:00,171f1c3432cd05bc0ea797989241ff2008a20b29,2020-06-02T03:01:00Z,157,795,134209,134209,134209,41,3,5,2558,33,2591,41,US-OR,2020-09-26 00:07:40,US
2020-06-02,PA,73510,399361,,1302,,,,283,,48838,A+,2020-06-02 00:00:00,d7b2390385321d8f5473439005293ec216792cb9,2020-06-02T00:00:00Z,5667,,472871,472871,472871,42,100,0,9930,612,10542,95,US-UM,2020-09-26 00:07:40,US
2020-06-02,PA,73510,399361,,1302,,,,283,,48838,A+,2020-06-02 00:00:00,d7b2390385321d8f5473439005293ec216792cb9,2020-06-02T00:00:00Z,5667,,472871,472871,472871,42,100,0,9930,612,10542,42,US-PA,2020-09-26 00:07:40,US
2020-06-02,PR,3935,60422,,106,,17,,10,,,B,2020-06-02 05:51:00,16d81f369af6bd0e9b56eb37b58633c1080244b4,2020-06-02T05:51:00Z,138,,64357,64357,64357,72,2,0,0,62,62,72,US-PR,2020-09-26 00:07:40,US
2020-06-02,RI,15194,101512,,188,1743,48,,31,,1302,A+,2020-06-02 03:00:00,8209926726d892df89aa4efb97ea70bbf588ad91,2020-06-02T03:00:00Z,732,1743,116706,168468,116706,44,12,19,1400,107,2994,44,US-RI,2020-09-26 00:07:40,US
2020-06-02,SC,12415,206362,,425,1789,,,,,6976,A,2020-06-02 16:00:00,18eedb380111e0427edf7924156cdf6395e5baae,2020-06-02T16:00:00Z,501,1789,218777,218777,218777,45,1,155,13822,267,14089,45,US-SC,2020-09-26 00:07:40,US
2020-06-02,SD,5067,41779,,89,443,,,,,3990,B,2020-06-01 18:00:00,a5ff610b376a0f890beff1b2b222a0943310740b,2020-06-01T18:00:00Z,62,443,46846,46846,46846,46,0,8,1152,33,1185,46,US-SD,2020-09-26 00:07:40,US
2020-06-02,TN,24375,437761,,565,1792,,,,,15916,B,2020-06-02 15:00:00,74d0b1b3f4b3bb1f61499574b1d4dd2267002ee7,2020-06-02T15:00:00Z,381,1792,462136,462136,462136,47,14,25,12822,821,13643,47,US-TN,2020-09-26 00:07:40,US
2020-06-02,TX,66568,919656,,1773,,,,,,44517,B,2020-06-02 16:00:00,d75cf3bb193d620f18785f7951c0d6c52f57c9a5,2020-06-02T16:00:00Z,1698,,986224,986224,986224,48,20,0,14505,1688,16193,48,US-TX,2020-09-26 00:07:40,US
2020-06-02,UT,10202,211589,,159,801,,243,,104,6319,B,2020-06-02 15:00:00,6cdf6138f2bf5fd8758cb710a98eba19add3b1c7,2020-06-02T15:00:00Z,113,801,221791,221791,221791,49,0,12,3476,203,3679,49,US-UT,2020-09-26 00:07:40,US
2020-06-02,VA,46239,282650,450,1362,7373,336,,186,,6011,A+,2020-06-01 17:00:00,48d98135eec697f67942a3e1db1641dcd144a164,2020-06-01T17:00:00Z,1407,7373,329339,369281,328889,51,15,47,3329,841,7484,51,US-VA,2020-09-26 00:07:40,US
2020-06-02,VI,70,1936,6,,,,,,,62,C,2020-06-02 07:52:00,70c6a8ce725ef7d9755adfc2ae6e4aaa57abbf2c,2020-06-02T07:52:00Z,6,,2012,2006,2006,78,0,0,195,0,195,78,US-VI,2020-09-26 00:07:40,US
2020-06-02,VT,988,35631,,10,,,,,,879,B,2020-06-02 00:00:00,eb6b9288aac0652f373c52796e8fd339e0619566,2020-06-02T00:00:00Z,55,,36619,36619,36619,50,0,0,1288,5,1293,50,US-VT,2020-09-26 00:07:40,US
2020-06-02,WA,23703,376672,,232,3517,,,48,,,B,2020-06-02 00:00:00,a1faeb149c8b4088dd085628d51ce7cb581cfc47,2020-06-02T00:00:00Z,1124,3517,400375,400375,400375,53,6,16,8055,415,8470,53,US-WA,2020-09-26 00:07:40,US
2020-06-02,WI,21155,263743,209,388,2643,139,593,,,12172,A+,2020-06-02 16:00:00,21231a7db4c79af54dfa833e12e381d90ae783ac,2020-06-02T16:00:00Z,607,2643,285107,284898,284898,55,12,40,10148,419,10567,79,US-UM,2020-09-26 00:07:40,US
2020-06-02,WI,21155,263743,209,388,2643,139,593,,,12172,A+,2020-06-02 16:00:00,21231a7db4c79af54dfa833e12e381d90ae783ac,2020-06-02T16:00:00Z,607,2643,285107,284898,284898,55,12,40,10148,419,10567,55,US-WI,2020-09-26 00:07:40,US
2020-06-02,WV,2041,98502,,31,,11,,4,,1341,B,2020-06-02 09:30:00,fc974b6484f93dcf27c180edaaec6394f90b4030,2020-06-02T09:30:00Z,77,,100543,100543,100543,54,2,0,2424,24,2448,54,US-WV,2020-09-26 00:07:40,US
2020-06-02,WY,910,24832,,7,86,,,,,667,C,2020-06-01 00:00:00,a188cecdee31b9b0c311fb997248a738629fd932,2020-06-01T00:00:00Z,17,86,25742,25742,25742,56,0,0,595,0,595,56,US-WY,2020-09-26 00:07:40,US
2020-06-01,AK,467,53723,,10,,,,1,,368,A,2020-06-01 00:00:00,1baf779181ac94b972b70ab258a66fdee1280ff1,2020-06-01T00:00:00Z,10,,54190,54190,54190,2,0,0,2462,33,2495,2,US-AK,2020-09-26 00:07:40,US
2020-06-01,AL,18363,205160,,596,1856,,591,,355,9355,B,2020-06-01 00:00:00,4701ebe7db2329d01a10df2a0e1047b5d9309a77,2020-06-01T00:00:00Z,646,1856,223523,223235,223523,1,15,12,5510,460,1928,1,US-AL,2020-09-26 00:07:40,US
2020-06-01,AR,7443,125793,,115,711,,,27,123,5401,A,2020-06-01 00:00:00,3e5d86ebd670e75bccdbd7d3d83179e360cd5be1,2020-06-01T00:00:00Z,133,711,133236,133236,133236,5,0,0,3531,190,3721,5,US-AR,2020-09-26 00:07:40,US
2020-06-01,AS,0,174,,,,,,,,,C,2020-05-29 00:00:00,4c9966042aa83ac8d772d5416f979336064dedb4,2020-05-29T00:00:00Z,0,,174,174,174,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-06-01,AZ,20123,207947,,968,3445,377,,238,,4869,A+,2020-06-01 00:00:00,3fd65eb1556573eb58e4e17dd43b4b408b34582b,2020-06-01T00:00:00Z,917,3445,228070,228070,228070,4,11,66,2677,187,2864,4,US-AZ,2020-09-26 00:07:40,US
2020-06-01,CA,113006,1899577,,4258,,1273,,,,,B,2020-06-01 00:00:00,6e1fd425e782881ed9663febc8686ad1003340a2,2020-06-01T00:00:00Z,4251,,2012583,2012583,2012583,6,38,0,65312,2423,67735,6,US-CA,2020-09-26 00:07:40,US
2020-06-01,CO,26378,159998,,414,4347,,,,,3919,A,2020-06-01 00:00:00,4310afd764d47d4cbf747e2f25d5a6ccc1be731e,2020-06-01T00:00:00Z,1181,4347,186376,213020,186376,8,0,14,5469,280,7532,8,US-CO,2020-09-26 00:07:40,US
2020-06-01,CT,42740,218650,,454,13793,,,,,7511,B,2020-05-31 20:30:00,302986d62f49358bac89c7d3f3f5bd2da72aff98,2020-05-31T20:30:00Z,3964,13793,261390,261390,261390,9,20,1255,10805,539,11344,9,US-CT,2020-09-26 00:07:40,US
2020-06-01,DC,8857,38406,,302,,108,,67,,1126,A+,2020-06-01 00:00:00,e260579a3bae66fb8ca193f1abc47e6daab21592,2020-06-01T00:00:00Z,468,,47263,47263,47263,11,2,0,724,56,780,11,US-DC,2020-09-26 00:07:40,US
2020-06-01,DE,9605,52842,,159,,,,,,5353,A,2020-05-31 18:00:00,a2ec8f3961dcc6ae2ec4245fc372a92072d3238d,2020-05-31T18:00:00Z,471,,62447,62447,62447,10,3,0,1669,107,1776,10,US-DE,2020-09-26 00:07:40,US
2020-06-01,FL,56830,983570,1160,,10494,,,,,,A,2020-06-01 09:54:00,5a83f11154c22dc7356fcb6fbffe4d65c36e5993,2020-06-01T09:54:00Z,2543,10494,1041560,1040400,1040400,12,9,41,18384,667,19051,12,US-FL,2020-09-26 00:07:40,US
2020-06-01,GA,47618,424013,,841,8127,,1800,,,,A,2020-06-01 13:00:00,79ce2a56762cf53180a612e2260c3cf03978d6c8,2020-06-01T13:00:00Z,2074,8127,471631,471631,471631,13,32,181,5474,632,6106,13,US-GA,2020-09-26 00:07:40,US
2020-06-01,GU,175,6141,,,,,,,,145,B,2020-06-01 06:35:00,eb66abbc391396f1a96baf22f702be9b61561f92,2020-06-01T06:35:00Z,5,,6316,6316,6316,66,0,0,212,2,214,66,US-GU,2020-09-26 00:07:40,US
2020-06-01,HI,652,47835,,,83,,,,,608,D,2020-05-31 18:00:00,c44f6a93508f4cbcedee2308889bf96c1ae1d4bd,2020-05-31T18:00:00Z,17,83,48487,48487,48487,15,0,0,-6134,1,-6133,84,US-UM,2020-09-26 00:07:40,US
2020-06-01,HI,652,47835,,,83,,,,,608,D,2020-05-31 18:00:00,c44f6a93508f4cbcedee2308889bf96c1ae1d4bd,2020-05-31T18:00:00Z,17,83,48487,48487,48487,15,0,0,-6134,1,-6133,15,US-HI,2020-09-26 00:07:40,US
2020-06-01,IA,19697,139384,,339,,125,,73,,11440,A+,2020-06-01 00:00:00,eaddf0d29a02980f87128d967f44b4db8bab97ea,2020-06-01T00:00:00Z,551,,159081,159081,159081,19,17,0,2640,145,2785,19,US-IA,2020-09-26 00:07:40,US
2020-06-01,ID,2839,43858,,25,242,3,96,,,2248,A,2020-05-30 19:00:00,c4fb777a81f1e45c371d76de924b45c7086adcf1,2020-05-30T19:00:00Z,82,242,46697,46436,46697,16,0,0,0,0,0,16,US-ID,2020-09-26 00:07:40,US
2020-06-01,IL,121234,797039,,3215,,902,,547,,,A,2020-06-01 00:59:00,82cd715c818a764bc4605021c805d44b309916d8,2020-06-01T00:59:00Z,5412,,918273,918273,918273,17,22,0,19040,974,20014,17,US-IL,2020-09-26 00:07:40,US
2020-06-01,IN,34830,231066,,1041,5860,366,1255,148,,22224,A+,2020-05-31 23:59:00,9a29111138ff211925603d40588ef48128b8c9dc,2020-05-31T23:59:00Z,2142,5860,265896,265896,265896,18,8,575,4094,256,4350,18,US-IN,2020-09-26 00:07:40,US
2020-06-01,KS,10011,85230,,,842,,284,,124,547,A,2020-06-01 10:00:00,db70de73887a832a6532d0cbcb031f63e19115fb,2020-06-01T10:00:00Z,217,842,95241,95241,95241,20,9,0,0,292,292,20,US-KS,2020-09-26 00:07:40,US
2020-06-01,KY,10046,206000,,457,2274,90,940,,,3232,A,2020-06-01 17:00:00,15d31370bbd567c425fbb56b4e19ab7c2147ce87,2020-06-01T17:00:00Z,439,2274,216046,215853,216046,21,8,2,1951,342,2267,21,US-KY,2020-09-26 00:07:40,US
2020-06-01,LA,40341,347029,,661,,,,86,,31728,B,2020-06-01 13:00:00,49b9820eab83b5bbdae99fa95769c311332cca2f,2020-06-01T13:00:00Z,2801,,387370,387370,387370,22,10,0,11836,425,12261,22,US-LA,2020-09-26 00:07:40,US
2020-06-01,MA,100805,502628,,1747,9952,404,,289,,78108,A,2020-05-31 10:00:00,011cab22396dc6dc633f3e0d0d2cfd284cddec3b,2020-05-31T10:00:00Z,7035,9952,603433,762326,603433,25,189,129,6740,3840,12892,25,US-MA,2020-09-26 00:07:40,US
2020-06-01,MD,53327,255403,,1174,8886,479,,,,3782,B,2020-06-01 10:00:00,b60c21b532ccd8d9f07a4aded86da8bf9e1fc8ed,2020-06-01T10:00:00Z,2625,8886,308730,308730,308730,24,29,148,6300,549,6849,24,US-MD,2020-09-26 00:07:40,US
2020-06-01,ME,2349,47284,,52,284,17,,10,,1586,B,2020-05-31 23:59:00,b4d749f31eee94ebb17763cf9d111825fb934922,2020-05-31T23:59:00Z,89,284,49633,49633,49633,23,0,1,0,24,24,23,US-ME,2020-09-26 00:07:40,US
2020-06-01,MI,63813,581424,,674,,346,,240,,38099,A+,2020-06-01 11:00:00,28652d491024e715c0297a049d239682e9cc38fa,2020-06-01T11:00:00Z,5843,,645237,645237,645237,26,25,0,14232,245,14477,71,US-UM,2020-09-26 00:07:40,US
2020-06-01,MI,63813,581424,,674,,346,,240,,38099,A+,2020-06-01 11:00:00,28652d491024e715c0297a049d239682e9cc38fa,2020-06-01T11:00:00Z,5843,,645237,645237,645237,26,25,0,14232,245,14477,26,US-MI,2020-09-26 00:07:40,US
2020-06-01,MN,26897,260739,,549,3086,253,981,,,19441,A,2020-05-31 17:00:00,17cd4ad38462480a6323caadff6a6ab63d66b671,2020-05-31T17:00:00Z,1060,3086,287636,287636,287636,27,10,39,3606,575,4181,27,US-MN,2020-09-26 00:07:40,US
2020-06-01,MO,13327,186381,,693,,,,78,,,B,2020-06-01 15:00:00,ced5fba714d0d37ed32392fdee16bf166c1741d1,2020-06-01T15:00:00Z,773,,199708,199708,199708,29,1,0,5967,180,6147,29,US-MO,2020-09-26 00:07:40,US
2020-06-01,MP,22,6312,,,,,,,,16,D,2020-06-01 00:00:00,c40dc6a14f098a8aa93c423641ab74374d1ca4f5,2020-06-01T00:00:00Z,2,,6334,6334,6334,69,0,0,161,0,161,69,US-MP,2020-09-26 00:07:40,US
2020-06-01,MS,15752,160502,,584,2296,146,,97,,11203,A,2020-05-31 19:00:00,4223742440ab4c287ed00c94c713ba33ec68c37c,2020-05-31T19:00:00Z,739,2296,176254,176254,176254,28,5,24,4166,251,4417,28,US-MS,2020-09-26 00:07:40,US
2020-06-01,MT,519,40138,,2,67,,,,,461,C,2020-06-01 00:00:00,729bc52e911dbee5bed25fecd7ed499a8b2ff071,2020-06-01T00:00:00Z,17,67,40657,40657,40657,30,0,0,855,4,859,30,US-MT,2020-09-26 00:07:40,US
2020-06-01,NC,29263,392645,,650,,,,,,18860,A,2020-06-01 10:50:00,f305df74c6c818e2c1aae2f757cfc2e651488db4,2020-06-01T10:50:00Z,898,,421908,421908,421908,37,12,0,4945,674,5619,37,US-NC,2020-09-26 00:07:40,US
2020-06-01,ND,2623,70676,,35,169,,,,,2078,C,2020-06-01 13:00:00,829594fd492872edb1b2c5e60581b11dc669134b,2020-06-01T13:00:00Z,50,169,73299,94967,73299,38,2,2,1213,47,2308,38,US-ND,2020-09-26 00:07:40,US
2020-06-01,NE,14101,89564,,,,,,,,,D,2020-05-31 19:45:00,61a5ddb454cec322276507b4fde0a6a6bd91df96,2020-05-31T19:45:00Z,170,,103665,103665,103665,31,0,0,2327,196,2523,31,US-NE,2020-09-26 00:07:40,US
2020-06-01,NH,4651,67805,1661,96,451,,141,,,2948,B,2020-05-31 09:00:00,f7e38da850efaf82857f0433caa354f48085b4f0,2020-05-31T09:00:00Z,245,451,74117,81238,72456,33,3,2,2070,106,1379,33,US-NH,2020-09-26 00:07:40,US
2020-06-01,NJ,160918,634682,,2466,17222,646,,459,,26703,A+,2020-06-01 13:00:00,a6930004485b3fa4f9e9a7a642cd2371ab9c07c4,2020-06-01T13:00:00Z,13447,17222,795600,795600,795600,34,26,25,48982,473,49455,34,US-NJ,2020-09-26 00:07:40,US
2020-06-01,NM,7689,191915,,182,1317,,,,,2853,C,2020-05-31 19:30:00,05875f4ee2a06f79676da7f627c13413439b172e,2020-05-31T19:30:00Z,356,1317,199604,199604,199604,35,5,0,5092,65,5157,35,US-NM,2020-09-26 00:07:40,US
2020-06-01,NV,8688,138095,,361,,87,,40,,459,A+,2020-06-01 11:00:00,85a75f4c94459dfe68ae3291dd4609b978c72b83,2020-06-01T11:00:00Z,445,,146783,146783,146783,32,1,0,4128,95,4223,32,US-NV,2020-09-26 00:07:40,US
2020-06-01,NY,371711,1742066,,3331,89703,999,,746,,66110,A,2020-06-01 00:00:00,9c40476d237dc57f1f6ef494048a9018f3f62054,2020-06-01T00:00:00Z,23959,89703,2113777,2113777,2113777,36,54,113,49011,941,49952,36,US-NY,2020-09-26 00:07:40,US
2020-06-01,OH,35984,362082,,761,6112,324,1569,223,,,B,2020-06-01 14:00:00,703255fc10b3d2e77ed251fd398785439dc16821,2020-06-01T14:00:00Z,2206,6112,398066,398066,398066,39,51,63,6687,471,7158,39,US-OH,2020-09-26 00:07:40,US
2020-06-01,OK,6573,186700,,154,986,65,,,,5511,A+,2020-06-01 00:00:00,8ba215b9017e5c3e9185715d8ced36740d60f6c5,2020-06-01T00:00:00Z,334,986,193273,193273,193273,40,0,1,0,67,67,40,US-OK,2020-09-26 00:07:40,US
